,iso2,year,sex,age,cases
3231,HU,2008,f,15 - 24,11
3232,ID,2008,f,15 - 24,13987
3233,IE,2005,f,15 - 24,9
3234,IE,2006,f,15 - 24,11
3235,IE,2007,f,15 - 24,14
3236,IE,2008,f,15 - 24,12
3237,IL,2005,f,15 - 24,3
3238,IL,2006,f,15 - 24,1
3239,IL,2007,f,15 - 24,4
3240,IL,2008,f,15 - 24,4
3241,IQ,2008,f,15 - 24,377
3242,IR,2008,f,15 - 24,386
3243,IS,2005,f,15 - 24,0
3244,IS,2006,f,15 - 24,0
3245,IS,2007,f,15 - 24,0
3246,IS,2008,f,15 - 24,0
3247,IT,2005,f,15 - 24,80
3248,IT,2006,f,15 - 24,88
3249,IT,2007,f,15 - 24,74
3250,IT,2008,f,15 - 24,65
3251,JM,2008,f,15 - 24,8
3252,JO,2008,f,15 - 24,20
3253,JP,2008,f,15 - 24,115
3254,KE,2008,f,15 - 24,4355
3255,KG,2005,f,15 - 24,215
3256,KI,2008,f,15 - 24,33
3257,KM,2008,f,15 - 24,6
3258,KN,2008,f,15 - 24,0
3259,KP,2008,f,15 - 24,1259
3260,KR,2008,f,15 - 24,483
3261,KW,2008,f,15 - 24,33
3262,KZ,2005,f,15 - 24,751
3263,KZ,2007,f,15 - 24,782
3264,KZ,2008,f,15 - 24,710
3265,LB,2008,f,15 - 24,24
3266,LC,2008,f,15 - 24,0
3267,LR,2008,f,15 - 24,115
3268,LS,2008,f,15 - 24,343
3269,LT,2005,f,15 - 24,25
3270,LT,2006,f,15 - 24,25
3271,LT,2007,f,15 - 24,34
3272,LT,2008,f,15 - 24,20
3273,LU,2005,f,15 - 24,0
3274,LU,2006,f,15 - 24,2
3275,LU,2007,f,15 - 24,0
3276,LU,2008,f,15 - 24,0
3277,LV,2005,f,15 - 24,17
3278,LV,2006,f,15 - 24,17
3279,LV,2008,f,15 - 24,11
3280,LY,2008,f,15 - 24,56
3281,MA,2008,f,15 - 24,1081
3282,MD,2005,f,15 - 24,97
3283,MD,2007,f,15 - 24,97
3284,MD,2008,f,15 - 24,85
3285,ME,2005,f,15 - 24,0
3286,ME,2007,f,15 - 24,3
3287,ME,2008,f,15 - 24,4
3288,MG,2008,f,15 - 24,1433
3289,MH,2008,f,15 - 24,3
3290,MK,2005,f,15 - 24,17
3291,MK,2006,f,15 - 24,16
3292,MK,2007,f,15 - 24,11
3293,MK,2008,f,15 - 24,24
3294,ML,2008,f,15 - 24,332
3295,MO,2008,f,15 - 24,7
3296,MP,2008,f,15 - 24,0
3297,MT,2005,f,15 - 24,0
3298,MT,2006,f,15 - 24,0
3299,MT,2007,f,15 - 24,2
3300,MT,2008,f,15 - 24,1
3301,MU,2008,f,15 - 24,2
3302,MX,2008,f,15 - 24,752
3303,MY,2008,f,15 - 24,1161
3304,NC,2008,f,15 - 24,0
3305,NL,2005,f,15 - 24,14
3306,NL,2006,f,15 - 24,15
3307,NL,2007,f,15 - 24,12
3308,NL,2008,f,15 - 24,13
3309,NO,2005,f,15 - 24,4
3310,NO,2006,f,15 - 24,5
3311,NO,2008,f,15 - 24,1
3312,NR,2008,f,15 - 24,0
3313,NZ,2008,f,15 - 24,8
3314,OM,2008,f,15 - 24,20
3315,PE,2008,f,15 - 24,2644
3316,PF,2008,f,15 - 24,1
3317,PL,2005,f,15 - 24,95
3318,PL,2006,f,15 - 24,83
3319,PL,2007,f,15 - 24,65
3320,PL,2008,f,15 - 24,65
3321,PR,2008,f,15 - 24,1
3322,PS,2008,f,15 - 24,2
3323,PT,2005,f,15 - 24,67
3324,PT,2006,f,15 - 24,56
3325,PT,2007,f,15 - 24,49
3326,PT,2008,f,15 - 24,54
3327,PY,2008,f,15 - 24,92
3328,QA,2008,f,15 - 24,4
3329,RO,2005,f,15 - 24,758
3330,RO,2006,f,15 - 24,669
3331,RO,2008,f,15 - 24,557
3332,RS,2005,f,15 - 24,69
3333,RS,2006,f,15 - 24,78
3334,RS,2007,f,15 - 24,38
3335,RS,2008,f,15 - 24,42
3336,RU,2008,f,15 - 24,1467
3337,SB,2008,f,15 - 24,13
3338,SC,2008,f,15 - 24,0
3339,SD,2008,f,15 - 24,850
3340,SE,2005,f,15 - 24,10
3341,SE,2006,f,15 - 24,12
3342,SE,2007,f,15 - 24,5
3343,SE,2008,f,15 - 24,12
3344,SG,2008,f,15 - 24,9
3345,SI,2005,f,15 - 24,4
3346,SI,2006,f,15 - 24,5
3347,SI,2007,f,15 - 24,1
3348,SI,2008,f,15 - 24,2
3349,SK,2005,f,15 - 24,1
3350,SK,2006,f,15 - 24,6
3351,SK,2007,f,15 - 24,5
3352,SK,2008,f,15 - 24,2
3353,SN,2008,f,15 - 24,816
3354,SV,2008,f,15 - 24,73
3355,SZ,2008,f,15 - 24,427
3356,TJ,2005,f,15 - 24,225
3357,TJ,2008,f,15 - 24,290
3358,TM,2005,f,15 - 24,100
3359,TM,2007,f,15 - 24,129
3360,TO,2008,f,15 - 24,0
3361,TR,2005,f,15 - 24,699
3362,TR,2006,f,15 - 24,769
3363,TR,2007,f,15 - 24,708
3364,TR,2008,f,15 - 24,653
3365,TT,2008,f,15 - 24,11
3366,TV,2008,f,15 - 24,1
3367,UA,2007,f,15 - 24,982
3368,UG,2008,f,15 - 24,2006
3369,US,2008,f,15 - 24,220
3370,UY,2008,f,15 - 24,26
3371,UZ,2007,f,15 - 24,485
3372,VE,2008,f,15 - 24,309
3373,ZA,2008,f,15 - 24,14010
3374,AD,2005,f,25 - 34,1
3375,AD,2006,f,25 - 34,1
3376,AD,2008,f,25 - 34,0
3377,AE,2008,f,25 - 34,4
3378,AL,2005,f,25 - 34,9
3379,AL,2006,f,25 - 34,8
3380,AL,2007,f,25 - 34,9
3381,AM,2005,f,25 - 34,21
3382,AM,2006,f,25 - 34,29
3383,AM,2007,f,25 - 34,22
3384,AM,2008,f,25 - 34,25
3385,AR,2008,f,25 - 34,506
3386,AT,2005,f,25 - 34,11
3387,AT,2006,f,25 - 34,12
3388,AZ,2005,f,25 - 34,98
3389,AZ,2006,f,25 - 34,66
3390,BA,2005,f,25 - 34,39
3391,BA,2006,f,25 - 34,50
3392,BA,2007,f,25 - 34,0
3393,BA,2008,f,25 - 34,26
3394,BB,2008,f,25 - 34,0
3395,BE,2005,f,25 - 34,31
3396,BE,2006,f,25 - 34,25
3397,BE,2008,f,25 - 34,40
3398,BG,2005,f,25 - 34,111
3399,BG,2008,f,25 - 34,78
3400,BH,2008,f,25 - 34,16
3401,BN,2008,f,25 - 34,11
3402,BR,2008,f,25 - 34,3233
3403,BS,2008,f,25 - 34,4
3404,BW,2008,f,25 - 34,474
3405,BZ,2008,f,25 - 34,0
3406,CA,2008,f,25 - 34,39
3407,CH,2005,f,25 - 34,11
3408,CH,2006,f,25 - 34,16
3409,CH,2007,f,25 - 34,17
3410,CH,2008,f,25 - 34,13
3411,CM,2008,f,25 - 34,2041
3412,CY,2005,f,25 - 34,0
3413,CY,2006,f,25 - 34,3
3414,CY,2007,f,25 - 34,3
3415,CY,2008,f,25 - 34,2
3416,CZ,2005,f,25 - 34,14
3417,CZ,2006,f,25 - 34,12
3418,CZ,2007,f,25 - 34,8
3419,CZ,2008,f,25 - 34,14
3420,DE,2005,f,25 - 34,104
3421,DE,2006,f,25 - 34,109
3422,DE,2007,f,25 - 34,176
3423,DE,2008,f,25 - 34,68
3424,DK,2005,f,25 - 34,5
3425,DK,2006,f,25 - 34,12
3426,DK,2007,f,25 - 34,12
3427,DK,2008,f,25 - 34,7
3428,DM,2008,f,25 - 34,0
3429,DO,2008,f,25 - 34,272
3430,EE,2005,f,25 - 34,11
3431,EE,2006,f,25 - 34,9
3432,EE,2007,f,25 - 34,5
3433,EE,2008,f,25 - 34,7
3434,EG,2008,f,25 - 34,412
3435,ES,2005,f,25 - 34,252
3436,ES,2006,f,25 - 34,264
3437,ES,2007,f,25 - 34,291
3438,ES,2008,f,25 - 34,294
3439,FI,2005,f,25 - 34,4
3440,FI,2006,f,25 - 34,4
3441,FI,2007,f,25 - 34,4
3442,FI,2008,f,25 - 34,3
3443,FM,2008,f,25 - 34,2
3444,FR,2005,f,25 - 34,134
3445,FR,2006,f,25 - 34,158
3446,FR,2007,f,25 - 34,167
3447,FR,2008,f,25 - 34,96
3448,GB,2005,f,25 - 34,163
3449,GB,2006,f,25 - 34,192
3450,GB,2007,f,25 - 34,222
3451,GB,2008,f,25 - 34,181
3452,GE,2006,f,25 - 34,110
3453,GE,2007,f,25 - 34,140
3454,GE,2008,f,25 - 34,374
3455,GM,2008,f,25 - 34,133
3456,GR,2005,f,25 - 34,18
3457,GR,2006,f,25 - 34,12
3458,GR,2007,f,25 - 34,19
3459,GR,2008,f,25 - 34,9
3460,GT,2008,f,25 - 34,189
3461,GU,2008,f,25 - 34,2
3462,GY,2008,f,25 - 34,23
3463,HK,2008,f,25 - 34,84
3464,HN,2008,f,25 - 34,170
3465,HR,2005,f,25 - 34,18
3466,HR,2006,f,25 - 34,26
3467,HR,2008,f,25 - 34,16
3468,HT,2008,f,25 - 34,1204
3469,HU,2005,f,25 - 34,13
3470,HU,2006,f,25 - 34,16
3471,HU,2007,f,25 - 34,22
3472,HU,2008,f,25 - 34,13
3473,ID,2008,f,25 - 34,16292
3474,IE,2005,f,25 - 34,10
3475,IE,2006,f,25 - 34,20
3476,IE,2007,f,25 - 34,28
3477,IE,2008,f,25 - 34,16
3478,IL,2005,f,25 - 34,9
3479,IL,2006,f,25 - 34,5
3480,IL,2007,f,25 - 34,17
3481,IL,2008,f,25 - 34,11
3482,IQ,2008,f,25 - 34,281
3483,IR,2008,f,25 - 34,254
3484,IS,2005,f,25 - 34,0
3485,IS,2006,f,25 - 34,2
3486,IS,2007,f,25 - 34,0
3487,IS,2008,f,25 - 34,0
3488,IT,2005,f,25 - 34,145
3489,IT,2006,f,25 - 34,165
3490,IT,2007,f,25 - 34,94
3491,IT,2008,f,25 - 34,106
3492,JM,2008,f,25 - 34,3
3493,JO,2008,f,25 - 34,15
3494,JP,2008,f,25 - 34,293
3495,KE,2008,f,25 - 34,5475
3496,KG,2005,f,25 - 34,236
3497,KI,2008,f,25 - 34,9
3498,KM,2008,f,25 - 34,11
3499,KN,2008,f,25 - 34,1
3500,KP,2008,f,25 - 34,1792
3501,KR,2008,f,25 - 34,722
3502,KW,2008,f,25 - 34,47
3503,KZ,2005,f,25 - 34,767
3504,KZ,2007,f,25 - 34,605
3505,KZ,2008,f,25 - 34,659
3506,LB,2008,f,25 - 34,32
3507,LC,2008,f,25 - 34,1
3508,LR,2008,f,25 - 34,237
3509,LS,2008,f,25 - 34,700
3510,LT,2005,f,25 - 34,41
3511,LT,2006,f,25 - 34,48
3512,LT,2007,f,25 - 34,41
3513,LT,2008,f,25 - 34,51
3514,LU,2005,f,25 - 34,2
3515,LU,2006,f,25 - 34,3
3516,LU,2007,f,25 - 34,0
3517,LU,2008,f,25 - 34,0
3518,LV,2005,f,25 - 34,31
3519,LV,2006,f,25 - 34,27
3520,LV,2008,f,25 - 34,23
3521,LY,2008,f,25 - 34,35
3522,MA,2008,f,25 - 34,803
3523,MD,2005,f,25 - 34,92
3524,MD,2007,f,25 - 34,85
3525,MD,2008,f,25 - 34,81
3526,ME,2005,f,25 - 34,7
3527,ME,2007,f,25 - 34,3
3528,ME,2008,f,25 - 34,5
3529,MG,2008,f,25 - 34,1846
3530,MH,2008,f,25 - 34,2
3531,MK,2005,f,25 - 34,13
3532,MK,2006,f,25 - 34,9
3533,MK,2007,f,25 - 34,12
3534,MK,2008,f,25 - 34,15
3535,ML,2008,f,25 - 34,516
3536,MO,2008,f,25 - 34,6
3537,MP,2008,f,25 - 34,0
3538,MT,2005,f,25 - 34,0
3539,MT,2006,f,25 - 34,0
3540,MT,2007,f,25 - 34,0
3541,MT,2008,f,25 - 34,1
3542,MU,2008,f,25 - 34,3
3543,MX,2008,f,25 - 34,826
3544,MY,2008,f,25 - 34,1283
3545,NC,2008,f,25 - 34,1
3546,NL,2005,f,25 - 34,19
3547,NL,2006,f,25 - 34,17
3548,NL,2007,f,25 - 34,22
3549,NL,2008,f,25 - 34,19
3550,NO,2005,f,25 - 34,7
3551,NO,2006,f,25 - 34,5
3552,NO,2008,f,25 - 34,6
3553,NR,2008,f,25 - 34,0
3554,NZ,2008,f,25 - 34,13
3555,OM,2008,f,25 - 34,10
3556,PE,2008,f,25 - 34,1599
3557,PF,2008,f,25 - 34,1
3558,PL,2005,f,25 - 34,142
3559,PL,2006,f,25 - 34,142
3560,PL,2007,f,25 - 34,149
3561,PL,2008,f,25 - 34,106
3562,PR,2008,f,25 - 34,4
3563,PS,2008,f,25 - 34,0
3564,PT,2005,f,25 - 34,109
3565,PT,2006,f,25 - 34,107
3566,PT,2007,f,25 - 34,95
3567,PT,2008,f,25 - 34,86
3568,PY,2008,f,25 - 34,87
3569,QA,2008,f,25 - 34,14
3570,RO,2005,f,25 - 34,780
3571,RO,2006,f,25 - 34,763
3572,RO,2008,f,25 - 34,567
3573,RS,2005,f,25 - 34,76
3574,RS,2006,f,25 - 34,74
3575,RS,2007,f,25 - 34,52
3576,RS,2008,f,25 - 34,46
3577,RU,2008,f,25 - 34,2569
3578,SB,2008,f,25 - 34,23
3579,SC,2008,f,25 - 34,0
3580,SD,2008,f,25 - 34,962
3581,SE,2005,f,25 - 34,15
3582,SE,2006,f,25 - 34,14
3583,SE,2007,f,25 - 34,11
3584,SE,2008,f,25 - 34,13
3585,SG,2008,f,25 - 34,16
3586,SI,2005,f,25 - 34,4
3587,SI,2006,f,25 - 34,7
3588,SI,2007,f,25 - 34,5
3589,SI,2008,f,25 - 34,7
3590,SK,2005,f,25 - 34,8
3591,SK,2006,f,25 - 34,6
3592,SK,2007,f,25 - 34,3
3593,SK,2008,f,25 - 34,4
3594,SN,2008,f,25 - 34,659
3595,SV,2008,f,25 - 34,71
3596,SZ,2008,f,25 - 34,663
3597,TJ,2005,f,25 - 34,185
3598,TJ,2008,f,25 - 34,211
3599,TM,2005,f,25 - 34,101
3600,TM,2007,f,25 - 34,132
3601,TO,2008,f,25 - 34,0
3602,TR,2005,f,25 - 34,474
3603,TR,2006,f,25 - 34,507
3604,TR,2007,f,25 - 34,531
3605,TR,2008,f,25 - 34,485
3606,TT,2008,f,25 - 34,12
3607,TV,2008,f,25 - 34,2
3608,UA,2007,f,25 - 34,1661
3609,UG,2008,f,25 - 34,2985
3610,US,2008,f,25 - 34,329
3611,UY,2008,f,25 - 34,35
3612,UZ,2007,f,25 - 34,507
3613,VE,2008,f,25 - 34,272
3614,ZA,2008,f,25 - 34,21579
3615,AD,2005,f,35 - 44,1
3616,AD,2006,f,35 - 44,0
3617,AD,2008,f,35 - 44,1
3618,AE,2008,f,35 - 44,1
3619,AL,2005,f,35 - 44,5
3620,AL,2006,f,35 - 44,7
3621,AL,2007,f,35 - 44,7
3622,AM,2005,f,35 - 44,10
3623,AM,2006,f,35 - 44,16
3624,AM,2007,f,35 - 44,11
3625,AM,2008,f,35 - 44,10
3626,AR,2008,f,35 - 44,252
3627,AT,2005,f,35 - 44,8
3628,AT,2006,f,35 - 44,16
3629,AZ,2005,f,35 - 44,47
3630,AZ,2006,f,35 - 44,66
3631,BA,2005,f,35 - 44,33
3632,BA,2006,f,35 - 44,24
3633,BA,2007,f,35 - 44,0
3634,BA,2008,f,35 - 44,20
3635,BB,2008,f,35 - 44,0
3636,BE,2005,f,35 - 44,15
3637,BE,2006,f,35 - 44,18
3638,BE,2008,f,35 - 44,22
3639,BG,2005,f,35 - 44,59
3640,BG,2008,f,35 - 44,54
3641,BH,2008,f,35 - 44,8
3642,BN,2008,f,35 - 44,8
3643,BR,2008,f,35 - 44,2266
3644,BS,2008,f,35 - 44,4
3645,BW,2008,f,35 - 44,226
3646,BZ,2008,f,35 - 44,6
3647,CA,2008,f,35 - 44,39
3648,CH,2005,f,35 - 44,8
3649,CH,2006,f,35 - 44,11
3650,CH,2007,f,35 - 44,3
3651,CH,2008,f,35 - 44,6
3652,CM,2008,f,35 - 44,1027
3653,CY,2005,f,35 - 44,0
3654,CY,2006,f,35 - 44,0
3655,CY,2007,f,35 - 44,1
3656,CY,2008,f,35 - 44,1
3657,CZ,2005,f,35 - 44,16
3658,CZ,2006,f,35 - 44,12
3659,CZ,2007,f,35 - 44,5
3660,CZ,2008,f,35 - 44,8
3661,DE,2005,f,35 - 44,73
3662,DE,2006,f,35 - 44,77
3663,DE,2007,f,35 - 44,152
3664,DE,2008,f,35 - 44,61
3665,DK,2005,f,35 - 44,13
3666,DK,2006,f,35 - 44,9
3667,DK,2007,f,35 - 44,8
3668,DK,2008,f,35 - 44,5
3669,DM,2008,f,35 - 44,0
3670,DO,2008,f,35 - 44,163
3671,EE,2005,f,35 - 44,8
3672,EE,2006,f,35 - 44,10
3673,EE,2007,f,35 - 44,5
3674,EE,2008,f,35 - 44,6
3675,EG,2008,f,35 - 44,308
3676,ES,2005,f,35 - 44,151
3677,ES,2006,f,35 - 44,137
3678,ES,2007,f,35 - 44,136
3679,ES,2008,f,35 - 44,173
3680,FI,2005,f,35 - 44,1
3681,FI,2006,f,35 - 44,3
3682,FI,2007,f,35 - 44,2
3683,FI,2008,f,35 - 44,2
3684,FM,2008,f,35 - 44,5
3685,FR,2005,f,35 - 44,82
3686,FR,2006,f,35 - 44,91
3687,FR,2007,f,35 - 44,91
3688,FR,2008,f,35 - 44,71
3689,GB,2005,f,35 - 44,80
3690,GB,2006,f,35 - 44,112
3691,GB,2007,f,35 - 44,91
3692,GB,2008,f,35 - 44,90
3693,GE,2006,f,35 - 44,71
3694,GE,2007,f,35 - 44,67
3695,GE,2008,f,35 - 44,252
3696,GM,2008,f,35 - 44,90
3697,GR,2005,f,35 - 44,8
3698,GR,2006,f,35 - 44,8
3699,GR,2007,f,35 - 44,11
3700,GR,2008,f,35 - 44,2
3701,GT,2008,f,35 - 44,162
3702,GU,2008,f,35 - 44,0
3703,GY,2008,f,35 - 44,13
3704,HK,2008,f,35 - 44,65
3705,HN,2008,f,35 - 44,114
3706,HR,2005,f,35 - 44,15
3707,HR,2006,f,35 - 44,16
3708,HR,2008,f,35 - 44,13
3709,HT,2008,f,35 - 44,677
3710,HU,2005,f,35 - 44,11
3711,HU,2006,f,35 - 44,19
3712,HU,2007,f,35 - 44,18
3713,HU,2008,f,35 - 44,15
3714,ID,2008,f,35 - 44,13513
3715,IE,2005,f,35 - 44,3
3716,IE,2006,f,35 - 44,8
3717,IE,2007,f,35 - 44,22
3718,IE,2008,f,35 - 44,8
3719,IL,2005,f,35 - 44,8
3720,IL,2006,f,35 - 44,4
3721,IL,2007,f,35 - 44,5
3722,IL,2008,f,35 - 44,14
3723,IQ,2008,f,35 - 44,125
3724,IR,2008,f,35 - 44,137
3725,IS,2005,f,35 - 44,0
3726,IS,2006,f,35 - 44,0
3727,IS,2007,f,35 - 44,2
3728,IS,2008,f,35 - 44,0
3729,IT,2005,f,35 - 44,56
3730,IT,2006,f,35 - 44,82
3731,IT,2007,f,35 - 44,58
3732,IT,2008,f,35 - 44,56
3733,JM,2008,f,35 - 44,3
3734,JO,2008,f,35 - 44,6
3735,JP,2008,f,35 - 44,230
3736,KE,2008,f,35 - 44,2431
3737,KG,2005,f,35 - 44,141
3738,KI,2008,f,35 - 44,12
3739,KM,2008,f,35 - 44,1
3740,KN,2008,f,35 - 44,0
3741,KP,2008,f,35 - 44,2428
3742,KR,2008,f,35 - 44,483
3743,KW,2008,f,35 - 44,27
3744,KZ,2005,f,35 - 44,436
3745,KZ,2007,f,35 - 44,367
3746,KZ,2008,f,35 - 44,320
3747,LB,2008,f,35 - 44,15
3748,LC,2008,f,35 - 44,3
3749,LR,2008,f,35 - 44,367
3750,LS,2008,f,35 - 44,358
3751,LT,2005,f,35 - 44,57
3752,LT,2006,f,35 - 44,56
3753,LT,2007,f,35 - 44,48
3754,LT,2008,f,35 - 44,46
3755,LU,2005,f,35 - 44,1
3756,LU,2006,f,35 - 44,2
3757,LU,2007,f,35 - 44,0
3758,LU,2008,f,35 - 44,0
3759,LV,2005,f,35 - 44,31
3760,LV,2006,f,35 - 44,33
3761,LV,2008,f,35 - 44,26
3762,LY,2008,f,35 - 44,22
3763,MA,2008,f,35 - 44,479
3764,MD,2005,f,35 - 44,57
3765,MD,2007,f,35 - 44,57
3766,MD,2008,f,35 - 44,57
3767,ME,2005,f,35 - 44,3
3768,ME,2007,f,35 - 44,4
3769,ME,2008,f,35 - 44,5
3770,MG,2008,f,35 - 44,1352
3771,MH,2008,f,35 - 44,4
3772,MK,2005,f,35 - 44,10
3773,MK,2006,f,35 - 44,9
3774,MK,2007,f,35 - 44,9
3775,MK,2008,f,35 - 44,14
3776,ML,2008,f,35 - 44,320
3777,MO,2008,f,35 - 44,5
3778,MP,2008,f,35 - 44,2
3779,MT,2005,f,35 - 44,0
3780,MT,2006,f,35 - 44,0
3781,MT,2007,f,35 - 44,0
3782,MT,2008,f,35 - 44,0
3783,MU,2008,f,35 - 44,2
3784,MX,2008,f,35 - 44,710
3785,MY,2008,f,35 - 44,906
3786,NC,2008,f,35 - 44,0
3787,NL,2005,f,35 - 44,11
3788,NL,2006,f,35 - 44,12
3789,NL,2007,f,35 - 44,17
3790,NL,2008,f,35 - 44,14
3791,NO,2005,f,35 - 44,2
3792,NO,2006,f,35 - 44,2
3793,NO,2008,f,35 - 44,4
3794,NR,2008,f,35 - 44,0
3795,NZ,2008,f,35 - 44,9
3796,OM,2008,f,35 - 44,4
3797,PE,2008,f,35 - 44,1112
3798,PF,2008,f,35 - 44,1
3799,PL,2005,f,35 - 44,112
3800,PL,2006,f,35 - 44,112
3801,PL,2007,f,35 - 44,120
3802,PL,2008,f,35 - 44,112
3803,PR,2008,f,35 - 44,3
3804,PS,2008,f,35 - 44,0
3805,PT,2005,f,35 - 44,66
3806,PT,2006,f,35 - 44,85
3807,PT,2007,f,35 - 44,61
3808,PT,2008,f,35 - 44,55
3809,PY,2008,f,35 - 44,60
3810,QA,2008,f,35 - 44,6
3811,RO,2005,f,35 - 44,493
3812,RO,2006,f,35 - 44,448
3813,RO,2008,f,35 - 44,518
3814,RS,2005,f,35 - 44,55
3815,RS,2006,f,35 - 44,43
3816,RS,2007,f,35 - 44,43
3817,RS,2008,f,35 - 44,33
3818,RU,2008,f,35 - 44,1707
3819,SB,2008,f,35 - 44,11
3820,SC,2008,f,35 - 44,0
3821,SD,2008,f,35 - 44,841
3822,SE,2005,f,35 - 44,12
3823,SE,2006,f,35 - 44,9
3824,SE,2007,f,35 - 44,8
3825,SE,2008,f,35 - 44,5
3826,SG,2008,f,35 - 44,20
3827,SI,2005,f,35 - 44,6
3828,SI,2006,f,35 - 44,4
3829,SI,2007,f,35 - 44,6
3830,SI,2008,f,35 - 44,2
3831,SK,2005,f,35 - 44,9
3832,SK,2006,f,35 - 44,7
3833,SK,2007,f,35 - 44,5
3834,SK,2008,f,35 - 44,4
3835,SN,2008,f,35 - 44,368
3836,SV,2008,f,35 - 44,55
3837,SZ,2008,f,35 - 44,309
3838,TJ,2005,f,35 - 44,151
3839,TJ,2008,f,35 - 44,121
3840,TM,2005,f,35 - 44,72
3841,TM,2007,f,35 - 44,81
3842,TO,2008,f,35 - 44,0
3843,TR,2005,f,35 - 44,243
3844,TR,2006,f,35 - 44,235
3845,TR,2007,f,35 - 44,246
3846,TR,2008,f,35 - 44,233
3847,TT,2008,f,35 - 44,4
3848,TV,2008,f,35 - 44,2
3849,UA,2007,f,35 - 44,1314
3850,UG,2008,f,35 - 44,1749
3851,US,2008,f,35 - 44,269
3852,UY,2008,f,35 - 44,26
3853,UZ,2007,f,35 - 44,342
3854,VE,2008,f,35 - 44,228
3855,ZA,2008,f,35 - 44,13778
3856,AD,2005,f,45 - 54,0
3857,AD,2006,f,45 - 54,1
3858,AD,2008,f,45 - 54,1
3859,AE,2008,f,45 - 54,1
3860,AL,2005,f,45 - 54,5
3861,AL,2006,f,45 - 54,7
3862,AL,2007,f,45 - 54,7
3863,AM,2005,f,45 - 54,11
3864,AM,2006,f,45 - 54,15
3865,AM,2007,f,45 - 54,7
3866,AM,2008,f,45 - 54,14
3867,AR,2008,f,45 - 54,221
3868,AT,2005,f,45 - 54,3
3869,AT,2006,f,45 - 54,5
3870,AZ,2005,f,45 - 54,32
3871,AZ,2006,f,45 - 54,44
3872,BA,2005,f,45 - 54,28
3873,BA,2006,f,45 - 54,29
3874,BA,2007,f,45 - 54,0
3875,BA,2008,f,45 - 54,11
3876,BB,2008,f,45 - 54,0
3877,BE,2005,f,45 - 54,12
3878,BE,2006,f,45 - 54,6
3879,BE,2008,f,45 - 54,8
3880,BG,2005,f,45 - 54,29
3881,BG,2008,f,45 - 54,31
3882,BH,2008,f,45 - 54,1
3883,BN,2008,f,45 - 54,7
3884,BR,2008,f,45 - 54,1669
3885,BS,2008,f,45 - 54,0
3886,BW,2008,f,45 - 54,135
3887,BZ,2008,f,45 - 54,4
3888,CA,2008,f,45 - 54,27
3889,CH,2005,f,45 - 54,3
3890,CH,2006,f,45 - 54,5
3891,CH,2007,f,45 - 54,0
3892,CH,2008,f,45 - 54,2
3893,CM,2008,f,45 - 54,568
3894,CY,2005,f,45 - 54,0
3895,CY,2006,f,45 - 54,0
3896,CY,2007,f,45 - 54,0
3897,CY,2008,f,45 - 54,0
3898,CZ,2005,f,45 - 54,7
3899,CZ,2006,f,45 - 54,10
3900,CZ,2007,f,45 - 54,9
3901,CZ,2008,f,45 - 54,5
3902,DE,2005,f,45 - 54,43
3903,DE,2006,f,45 - 54,39
3904,DE,2007,f,45 - 54,116
3905,DE,2008,f,45 - 54,41
3906,DK,2005,f,45 - 54,9
3907,DK,2006,f,45 - 54,5
3908,DK,2007,f,45 - 54,4
3909,DK,2008,f,45 - 54,8
3910,DM,2008,f,45 - 54,0
3911,DO,2008,f,45 - 54,96
3912,EE,2005,f,45 - 54,11
3913,EE,2006,f,45 - 54,9
3914,EE,2007,f,45 - 54,8
3915,EE,2008,f,45 - 54,8
3916,EG,2008,f,45 - 54,195
3917,ES,2005,f,45 - 54,63
3918,ES,2006,f,45 - 54,48
3919,ES,2007,f,45 - 54,63
3920,ES,2008,f,45 - 54,68
3921,FI,2005,f,45 - 54,0
3922,FI,2006,f,45 - 54,4
3923,FI,2007,f,45 - 54,5
3924,FI,2008,f,45 - 54,4
3925,FM,2008,f,45 - 54,1
3926,FR,2005,f,45 - 54,56
3927,FR,2006,f,45 - 54,67
3928,FR,2007,f,45 - 54,56
3929,FR,2008,f,45 - 54,50
3930,GB,2005,f,45 - 54,39
3931,GB,2006,f,45 - 54,60
3932,GB,2007,f,45 - 54,58
3933,GB,2008,f,45 - 54,27
3934,GE,2006,f,45 - 54,60
3935,GE,2007,f,45 - 54,54
3936,GE,2008,f,45 - 54,171
3937,GM,2008,f,45 - 54,43
3938,GR,2005,f,45 - 54,7
3939,GR,2006,f,45 - 54,5
3940,GR,2007,f,45 - 54,8
3941,GR,2008,f,45 - 54,4
3942,GT,2008,f,45 - 54,154
3943,GU,2008,f,45 - 54,1
3944,GY,2008,f,45 - 54,12
3945,HK,2008,f,45 - 54,45
3946,HN,2008,f,45 - 54,90
3947,HR,2005,f,45 - 54,11
3948,HR,2006,f,45 - 54,22
3949,HR,2008,f,45 - 54,15
3950,HT,2008,f,45 - 54,378
3951,HU,2005,f,45 - 54,22
3952,HU,2006,f,45 - 54,28
3953,HU,2007,f,45 - 54,17
3954,HU,2008,f,45 - 54,12
3955,ID,2008,f,45 - 54,11899
3956,IE,2005,f,45 - 54,3
3957,IE,2006,f,45 - 54,4
3958,IE,2007,f,45 - 54,14
3959,IE,2008,f,45 - 54,3
3960,IL,2005,f,45 - 54,6
3961,IL,2006,f,45 - 54,4
